Vx,Vy,yaw_rate,Frx,Fry,Ffy
0.6065453290939331,-0.5487311482429504,-1.5078791379928589,-6531.7880859375,-6629.22705078125,13017.90625
6.839277744293213,0.0057687312364578,-0.092350348830223,625.3474731445312,-1735.8170166015625,-1246.1541748046875
6.900226593017578,0.0157733485102653,-0.088763803243637,294.7107849121094,-1703.6201171875,-1069.9014892578125
6.987600803375244,0.0104524567723274,-0.0856503173708915,215.99240112304688,-1745.099609375,-1054.328369140625
7.121957778930664,-0.0498303100466728,-0.0900790467858314,424.3248291015625,-1070.76123046875,-516.4481811523438
7.293351173400879,-0.0378184095025062,-0.0897543281316757,253.59573364257807,-904.81787109375,-380.9494323730469
7.386029243469238,-0.0495761223137378,-0.0898313000798225,82.02084350585938,-987.677001953125,-534.3590698242188
7.44492769241333,-0.0339426286518573,-0.0894634053111076,563.521240234375,-839.4027099609375,-367.58587646484375
7.577454566955566,-0.0322926081717014,-0.0844824314117431,544.3244018554688,-737.4686889648438,-383.3561706542969
7.728487968444824,-0.046294342726469,-0.0749829411506652,315.9568786621094,-922.3781127929688,-471.7394409179688
7.845187664031982,-0.0402310639619827,-0.0599641948938369,295.9530639648437,-713.1522827148438,-345.1834411621094
7.94312858581543,-0.0435815528035163,-0.0545384660363197,321.6107788085937,-854.6054077148438,-362.8914489746094
8.048873901367188,-0.0329726859927177,-0.0488472804427146,210.7408142089844,-726.5386962890625,-194.8031616210937
8.158652305603027,-0.0251252800226211,-0.0458803959190845,267.9366760253906,-633.0933837890625,-82.8569107055664
8.289937019348145,-0.0184410084038972,-0.0414200238883495,-13.810386657714844,-498.1198120117188,-22.62042999267578
8.399782180786133,-0.0077633643522858,-0.0388675518333911,-26.799461364746094,-483.8872680664063,78.4176025390625
8.464287757873535,0.0124699147418141,-0.0379006192088127,322.27001953125,-371.95062255859375,241.63172912597656
8.522939682006836,0.0178839620202779,-0.0356112197041511,106.0330047607422,-353.78546142578125,340.3810119628906
8.647461891174316,0.0124669279903173,-0.016844343394041,-42.63884353637695,-130.89175415039062,493.81390380859375
8.783232688903809,0.0158367864787578,-0.0081473011523485,67.62303161621094,15.171730041503906,625.171142578125
8.854825019836426,0.0179389659315347,-0.0066951168701052,294.7485656738281,54.54650115966797,638.7205810546875
8.878646850585938,0.0280403215438127,-0.0057764071971178,-24.817604064941406,95.3066864013672,728.1808471679688
8.985435485839844,0.0339131169021129,-0.0026934966444969,8.663406372070312,49.45696640014648,765.6839599609375
9.106016159057615,0.0426373481750488,-0.0013200230896472,136.24118041992188,86.09563446044922,841.0443725585938
9.175948143005373,0.0078794434666633,0.0270208641886711,170.60675048828125,353.8302917480469,814.3140258789062
9.22481632232666,0.0081262551248073,0.0381247736513614,134.55552673339844,518.7606201171875,969.7617797851562
9.27486515045166,0.0143336877226829,0.0367565266788005,-52.64672088623047,564.0881958007812,971.1122436523438
9.346007347106934,0.0105029828846454,0.0355991534888744,-81.36009216308594,558.2713623046875,909.3075561523438
9.393915176391602,0.0237496122717857,0.0410179793834686,10.592498779296877,538.3873291015625,1062.7142333984375
9.441658973693848,0.0279830768704414,0.0452072471380233,324.103271484375,492.6542053222656,1125.0960693359375
9.44530200958252,0.0299425348639488,0.0588682368397712,2.65533447265625,845.7894897460938,1352.381103515625
9.46685791015625,0.0365115329623222,0.0597543343901634,-87.82044219970703,863.4830932617188,1394.3421630859375
9.500078201293944,0.0182409062981605,0.0610070638358593,-64.05227661132812,688.4561157226562,1177.6746826171875
9.511396408081056,0.0187777578830719,0.0670375078916549,-8.952690124511719,565.0625,1202.7418212890625
9.518790245056152,0.0162492915987968,0.0878497883677482,-43.77496719360352,831.4261474609375,1487.7095947265625
9.515350341796877,0.0468135997653007,0.0862957835197448,-90.50859832763672,1192.251220703125,1772.9197998046875
9.428215980529783,0.0366690605878829,0.0826560407876968,-88.64015197753906,1138.8720703125,1542.6724853515625
9.315402030944824,0.0065760761499404,0.0890375077724456,-15.29925537109375,844.7753295898438,1257.2645263671875
9.39259910583496,0.0113989487290382,0.0939002260565757,-67.0134048461914,842.4305419921875,1371.7783203125
9.404596328735352,0.0232869163155555,0.0981162190437316,-89.96924591064453,1050.9725341796875,1521.0830078125
9.32543659210205,0.0469470918178558,0.0982494205236435,-85.85543823242188,1212.512451171875,1735.94677734375
9.189135551452637,0.0300170071423053,0.0996146276593208,-44.19870376586914,1026.977783203125,1510.3765869140625
9.112923622131348,0.0355607867240905,0.1018094569444656,-40.22932434082031,1047.17333984375,1601.94970703125
9.152687072753906,0.0397194474935531,0.1080805733799934,-72.18953704833984,1091.82763671875,1709.36865234375
9.133223533630373,0.0394031926989555,0.1111993119120597,-80.68529510498047,1214.941162109375,1692.4019775390625
9.0386962890625,0.0407469943165779,0.1121398732066154,-61.20005416870117,1183.182861328125,1655.0697021484375
8.933340072631836,0.0375692807137966,0.1137570813298225,3.3341598510742188,1111.829345703125,1579.6968994140625
8.891172409057617,0.0346621647477149,0.1190081909298896,-41.449798583984375,1273.50732421875,1627.676025390625
8.876388549804688,0.0365691483020782,0.1220939233899116,-71.93717956542969,1347.673583984375,1633.6278076171875
8.829462051391602,0.035220056772232,0.129197210073471,-34.017547607421875,1474.2320556640625,1666.612548828125
8.761475563049316,0.0262704715132713,0.130386933684349,71.41033935546875,1331.8294677734375,1495.6715087890625
8.708529472351074,0.0426193699240684,0.1273788809776306,-35.810752868652344,1524.1871337890625,1632.4056396484375
8.646544456481934,0.0410836488008499,0.1248612105846405,-40.32083511352539,1552.3426513671875,1560.5908203125
8.595376968383789,0.0358167812228202,0.1262430250644683,46.818939208984375,1485.5086669921875,1504.7322998046875
8.566217422485352,0.0377497747540473,0.1222732737660408,53.177223205566406,1288.5040283203125,1408.36181640625
8.530606269836426,0.0484540313482284,0.1270085275173187,-4.196197509765625,1516.22216796875,1583.21435546875
8.481197357177734,0.0525136366486549,0.1271406263113021,57.95941162109375,1524.4478759765625,1591.7755126953125
8.431296348571777,0.0399742275476455,0.1272894144058227,57.76725006103516,1414.0911865234375,1438.5667724609375
8.395844459533691,0.0495087467133998,0.1267352700233459,88.08221435546875,1488.709228515625,1507.7474365234375
8.372726440429688,0.0480287559330463,0.128704234957695,49.5338134765625,1535.401123046875,1491.6942138671875
8.346589088439941,0.0396472103893756,0.1303062736988067,63.41390228271485,1473.2073974609375,1386.978271484375
8.326177597045898,0.0373678393661975,0.1312270611524582,46.38434600830078,1421.2181396484375,1350.8070068359375
8.30015754699707,0.0431715585291385,0.1306826621294021,67.25741577148438,1462.247802734375,1387.4293212890625
8.282299041748047,0.0418312475085258,0.1309351772069931,85.29839324951172,1399.2618408203125,1372.91357421875
8.269198417663574,0.0461831390857696,0.1298305839300155,59.112754821777344,1422.7923583984375,1380.7655029296875
8.34900951385498,0.0485303439199924,0.128335952758789,-31.86670684814453,1461.8780517578125,1377.0406494140625
8.383546829223633,0.0475498028099536,0.1346217393875122,-9.759937286376951,1488.0250244140625,1441.56298828125
8.36637020111084,0.0389786660671234,0.136560782790184,260.0389404296875,1394.2384033203125,1354.138427734375
8.318634986877441,0.050915278494358,0.1336332112550735,69.80719757080078,1539.490478515625,1424.98779296875
8.328280448913574,0.0495008639991283,0.1304155439138412,-38.11540603637695,1511.3590087890625,1363.878662109375
8.374223709106445,0.0536649040877819,0.129295989871025,-47.54256820678711,1574.19482421875,1423.7286376953125
8.413067817687988,0.0421394407749176,0.1317204684019088,42.63575744628906,1429.229736328125,1340.3570556640625
8.432150840759277,0.0500473752617836,0.1301614046096801,34.62769317626953,1502.794921875,1405.41162109375
8.45497989654541,0.0527624748647213,0.1289631277322769,-17.57476043701172,1521.9208984375,1414.111083984375
8.47996711730957,0.0575547851622104,0.1232258677482605,-19.19745635986328,1482.208740234375,1380.419189453125
8.515073776245117,0.0591095685958862,0.1218763291835784,222.6053466796875,1514.5653076171875,1388.44677734375
8.538627624511719,0.0618559755384922,0.1214296519756317,208.2309417724609,1541.1158447265625,1427.9388427734375
8.570724487304688,0.0745397508144378,0.1188155114650726,163.1983642578125,1675.119384765625,1524.203857421875
